1. OPCODE: GU_GAME_ENTER_RES, LENGTH: 79, sha1: 899fe6bea6f11bd74ad0e86be95c149d690e072c
207. OPCODE: GU_SERVER_CHANNEL_INFO_REFRESHED_NFY, LENGTH: 121, sha1: a58f52c751928eff00b083e48c45f49b91ceed15
208. OPCODE: GU_SERVER_CHANNEL_INFO_REFRESHED_NFY, LENGTH: 121, sha1: 53b5f5f5eb40889c135810d1321f77fe74f8adbb
209. OPCODE: GU_SERVER_CHANNEL_INFO_REFRESHED_NFY, LENGTH: 121, sha1: 9ce0a6b2392d620d06006bd1f80b6976f3f6fb6f
210. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: fafc518d4e2477f80c7fbcc026d64afaae118ef6
211. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: d8f2e278614a6ee71a460b41a23096fb2d3f5dbb
212. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 93cdcbb326920a535ff0e1c2750caf92ad15ec23
213. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: c1dbf79c0f7626a2d45f550f8cf910db92e59a29
214. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: d08d9cd3be293d770ef5339b4ee57183b0a899e6
215. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: e779007859cba49a9b484a4482985f2264125f78
216. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 12623e9413783bf8daec78468765ce8366a5a941
217. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: b0e42859916ae5659c850c86b0169afe0ff95fd6
218. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 59df0ab65b582bf0c758068d40a3350bcf553483
219. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 0878f4e75130d1e809018b785f670b50a62c6fe6
220. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 33d89965ba3fddb91b070a4551433276390ef9ea
221. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: d053ef2e6718219d06157b1104306093efc4ff22
222. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 18a93ef56148851094eba701aa88cdb06f5d3216
223. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 095c4cde5f53fcad3401800ba62569756f2c0678
224. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 1938074f21fe8e8b088d4702fa82704e2f09781a
225. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: c1513b368bc89c298d9e76df2c3b163bc20691ca
226. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 125e517c4e0ef751495173ba325bff0f690ef75a
227. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: ddd94df8531cdf1ba8c034a0b17f6219a928247b
228. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 890764f2bcbd09687e95ed97729b355e7898c9c8
229. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: fb9bac8ff80337a004c022254f7746c9b60fb8a2
230. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 1b599a66921967451475cd5e681a80296e646677
231. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: cb0af3741e7ef416b1b3a68e8a16202d0e01d582
232. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 4a99bdb3c9c5a09f4430abdf2bc46c94dfba3b56
233. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 0248d1cac059b647841dcd271e2fb199ba12dcdd
234. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: adff740e4b9f25021a165c2b7ffb59a5dd3ffd2b
235. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: b7dd19ec2f7da87d1d395229dbe557c08321c8b6
236. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 61e4907cb51bca72719f3f68cbb6b895a4748085
237. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 1ec5d4f01c8d33d143cc1db22a3ea8f813bd3704
238. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 9a384c21dec9eef0e960dac3df27e8cdb4781227
239. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: fb2bc825e454b809625077aa2cce57bdcd468384
240. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 32f5394fa0a60c1da0a917f397a76c700718bc38
241. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: d5f7123395bbd9d68a89e41198a5536b0522473d
242. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: ad63ccc6f4af7cf5cc81ad7b31b788c2f25a5d0a
243. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 04febe26d55e32cd849063ccb3e23f9b2e5bd51a
244. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 2b06ebb5420420d4b298605fa561c5e13ee8eea7
245. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: ebfa21a40e2d72d7bc876882bf559afd359443f3
246. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 846c9eea99c5eb842f0c9c261527e12522acdd6a
247. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: db3218542ed41c8fd89c5c8c5f4c9699ec5dcf68
248. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: b3c1849188a76d8596384978590a5ae3c88985ae
249. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 8a1db8e651aba198956f051d71b4dbbb284eabd8
250. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: a1d26bf3e05921ff881f5561b0f1a5bf830d59ca
251. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: ccd919d3da54b4d7595306bb65f1b107b87fa443
252. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: e45cdaa8cb89a7a8ef989de2f7bc2800502e05f1
253. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 1da2efd22efe4ad47888b4be6ea3741769a56c45
254. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 37b06de15606da5caebec386374f524bb6a4bb8c
255. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 89f35812aa51c2b43ca9ca29e0be162014471a5f
256. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 3efcc2bf3f228dfabcc9b000d0e69d9b998c538a
257. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 143ddf9d0da0420f02375c5eb0e9dd4b1bcf879c
258. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: e24a3ef5ad9cacbd4869afd80714aa9a4895d0bd
259. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 39c82a50c71e9d9a50794fd1490ae503c3a0efab
260. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 22a76ebb81c667ce376767b6fa210152d843a265
261. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 7c6228370bfabdd53f12c83f76e8c0dda10f6a8a
262. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 6b0fab86d4690cdc626e8d839aa6a6c4d8eb12b9
263. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 2f834237d63b68d27c9ed95dd64768cd47838d8d
264. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: f93cbd338eb7132adc6be7335417671f344e8cf6
265. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: d9aa0e02afc73897d0ca2f6699afce355fd68220
266. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 454777603f5c38b44f3e2442a449fed7e1bef084
267. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 04fe90c7df596c75eef503d4b7d00d86f8871026
268. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 7fd1217ca4f565e0f809911d055506ba80ee1e40
269. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: de4b402b2c4bcc92193f420302d27182642a1bf6
270. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: b00ff933bd06437539c3316afeac5959ec2c204c
271. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 71e9b05608b80a515471638057927e16ed22d86b
272. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 78d657284cf5eabd0b75e8024231a6224fb6fd84
273. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 843e1b2ca04d115faee5ca94f0d59ce1999020db
274. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: f860cd220ead1c06333d46f5ab54ead6cbaafb6f
275. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 462c023b6ba2df0469ef9d74a58d1c9361947d7b
276. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 96043ca4222ce2f4b046f5ad14b4f5fd4d1f983e
277. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: cc85076f3b2447ebcff2fc662781a28502591ae8
278. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 5942d8baf9167792a11d28760e0d0d57f757d3c8
279. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: a9c5823258af9507cd2de012e9921dc79bbb8021
280. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 5d864de743c2c87f12c348c2c1a81bfbdf085d7f
281. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 5b221f322c8700a5f15c88b64fb79b0a35536915
282. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 72b44777e41e1798caeca0afb389680f59c0c274
283. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 29f6f1b16d673e12b487bc5038ad5e32d18b5b7a
284. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: e3a1aac8c23ac89f6770ed39af704df5cd7bf258
285. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: d9f359800210fbf16608e20c40dd9938edf765f8
286. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: cb036998bf893cf21a672a09b56765546db55eec
287. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 0c9946293e1474c056bf00f7680da770abc1a5ce
288. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: ccfd85d9676c280d913b37fae196d4b55721de6e
289. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 87f796e16c33bb6a7409c0b31147c50879ddf9b8
290. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: c0e57eb24a81ef3425006c130e2c2edb54e7bcb8
291. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 3e5bad1aad33682398f90fbf42acab3f219a3b69
292. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: b42279959b6848ecd1ad799333ae09e452d74239
293. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 703b70b27ea442d72d13afbab1dcdba3251f7c3c
294. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 2a3a519d1c2745b890f5148b417a83f3df0362ea
295. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 0f70db817f846c07aeec72db779e17e6972ef54d
296. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 5883aa39a17e7ae118dc66357a4ac09471091c48
297. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: ef4c24f548c2bbff64266859c62dc44b34760342
298. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: bfff7379c549c8fb042a970995c4ad4155a7b4b1
299. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: ee1d08259c9e5df8fabf3171af12565a26168867
300. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 918ca149f0225b1ec563b6aa85a01e6a2c521283
301. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: c989fc81b0f43ccb76844143f6867ad7944e4d78
302. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 517f17e1647e712c6d51c0bcc3dd26b4475e88d1
303. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 0fa7bf279b306f00529f1fe292c44080376d931b
304. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: e9423e7163bef311d56ef9122675e4ffca45a2b7
305. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 55f280d64227703e1bfe316da27bf500b16c6620
306. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 10cc70618c3afa7909469b2e79133cc5f7f9dc77
307. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 5ac717c5a6adde62ce808c927b1f6bc7e3c439b2
308. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: a4627cbdc58ca50fa85fd5be42652f122ed4ed6e
309. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: e045deefcbd25ca180ea0c87fe483a4e09adae0e
310. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 41f73fb76e7fa4dc9bfa937ebddfc7a3d6db034c
311. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: b936bd531bf381eaa158f5b9a0a327c630689921
312. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 9819b548c7aa21baa4f6ed02b1871517f836f80e
313. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: dbca1c8f59a3dd4811717c159da2dcea525c153c
314. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 90e84df1f94912ac0fb7b3bbc164b2474652a3d8
315. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: b268d5df7faebbcb3b9f3b49e3323ffb74826b31
316. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: ba69d16cd1f6fb54fa3d024b2b2f102a1d85c664
317. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: ceaaee39187a49079660865fa7beab99d73226d8
318. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 6b242c98c9330d6418b988b7aab0ab612102d1c9
319. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: c68c71d847e1d96abcf8e57bea89eb329e1a4015
320. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 6aa24744ca8d10f63fe017ebc981335e5c46b054
321. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 4ea423eea5f95f2a624baee6ef15a00d313b49f2
322. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: e1057f475ef903422d049d7e2c23e708a267c4c5
323. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: d18b1ce4f9a6dca54f4e08c7a1a5eac51388af65
324. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 8907bcfe5107334a5b48146afe4ea6eeffe49cbd
325. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 0e192bf9f65a429d33255fd23de25a3aba0fb2ba
326. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 9b3a647ac237c7c9961b346b824ef5bacce00ac9
327. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 2e5d6187e4d51f8f95bc0a18bcf61349cef73128
328. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 3110d2ad534055609aa3fa1bedc54e2fddedf052
329. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: bcffc5a35853ab952249bbaac1107590a8966e4d
330. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 2b4b72d6e419cfc2e10f6783287d8e643306d09d
331. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 38cc1248a42d14ba5a14eae86bfa2c9e36bbf91a
332. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: eb98a9d3df9df13e304a49602bd1d462f7b7d8fe
333. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 7fdb45120381a585ab314eb33173447e5bfe5e79
334. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: e26d6733a182d30952be171853fc8e5820b70ef4
335. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 7f1e5ddc8e4800f3624f17081d57f455b4bc6a12
336. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: acee74f109358c43bf11ad57376fe9aed8b0c394
337. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 4bb4d33cd8cc79e3ef6f4b314ae6d758063846e4
338. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 8392be3c2bbeb820cd1eae95d2efe15d1e328b92
339. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 17fd7a6746e259568175ce62f2e914f59034dee0
340. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 78b0c6c6aaae30b9438418ab1ed7a229694ce83b
341. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 5845a5ec75c22f1bb61253a47711b8abb0273346
342. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 43c49012556dc16aaf4bf49726b027eb76b7ee90
343. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 087a8b4fc5181bfd390bcd91a1c176d36be04a90
344. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 10c14b4673e0a3a812bf77cb38c1f289dc5d2341
345. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: fc488b1c1982a97a0a601a67ca6024fd8309c5f8
346. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 8bc324723f1d2b0c535168e7e44c48b1b2576d75
347. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: ffb5ed997a9a7817f733694006e98924a40b5939
348. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 4f738a8d8fe981ea0bc7216a0a18155c41aec799
349. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: b730cbe0a655fe40c890db1a6c3aeb31387407a8
350. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: bcba86b64e54f536680bc17122e39b265e137cc7
351. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 0bef3ac2205db3e847c3894a0e6184a29ac2e296
352. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 7fff96055e9916b184b53a5845d211530309b5db
353. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 97eecc5a9650ef20ff4f41bf30f7ce041b58a96c
354. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: d731a3667f71d323157c16566162a8cb6f44ed74
355. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 4f9a617955972418af99dc79d7a9ccfd98a62dca
356. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 40e5143c3330ac89984c09cfd27caa0b9c6d0474
357. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 634046065bcb932a6bc8b4869052f2ff9441a6e3
358. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: d807785999a07c558699d994c55de104bf3fcca2
359. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: f41acd51239f621b5fd1e356ab9724d6974e05ac
360. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: b292265d9bfd996aadf6cdf1a894aa8fb953bbc8
361. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 5d5f458277f68e79c1a590a123c4e87cd6f18340
362. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 637116d7c8730a3036d9751d267e5b34ced7f51d
363. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: c3747aa5a7aa77498de151219740878e6fb91bab
364. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 2ed8f29c7695934bed7c8b90001d66d2fc107b56
365. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: c4bd3a780600db3cf6ae2696cbe507719499b757
366. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: f38d11308537b0e3d7b59590905ea8ab4f29d180
367. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: beeb3ac5187732271b1315b2cd44e3bc17d9beb6
368. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 460445c9c50e992aa41f6872e3faa9d05f39422e
369. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: a48f5d4040ba961d7a9c5e66cc0bd5743115b6fa
370. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: fd117ee55baa3e356cd6f7eee69b2300ebd95042
371. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: bebfe630dc53ade9810535cf4f108644e5553da2
372. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 506cee988dff8c658ea6a2fc3d965acb60e2719a
373. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: c62a57ecf1108dfa06623f125e78c7cae447558e
374. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 5ae856e17a6ff766388d96997a600f2f88bf50e6
375. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: f6056c713f25d7dabaa61f572f8ada6482751a48
376. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 46fc5a7f0ca70abbb9f163e44d91a00f298adaf0
377. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 0349504c9576c6c7d6fe3c490e355ea1e209a324
378. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 12e2487e366c2f1f93a806f8db7413ef9c0e7e4c
379. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 494e71adae08ad795ccc69323169e88495eb0351
380. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: bb3d846f3b85ef02d3815a3c89bdeaf4b93a273f
381. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 5c122fa79cb148dbd35b6c1fcf86436d5e721220
382. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 9fe9820f9acee3f264182ed7dc2f2215046384d5
383. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: fdd5fe5c90abda3b1c75b9c4880aa9badd47476d
384. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 0adc2d8b2260db98b104083e1f51490f4ee4efb3
385. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: d719f5b2d632a0dcbd4d515876af97643d32a7b2
386. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: f1e2208126d621c02139ab6b048e6171eabc1682
387. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: d33533355dd33a7a39de627a3d60eedfc3c5b77b
388. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: a2b0137afa31bbf437477751c6b8223631d134a8
389. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: bfc353beaf40298aa15a34c1bf93be0480118ed0
390. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: c56812a297eb2f4a08b7af0f1dfe4261d353c177
391. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 73d557e8323e8b1ede99fb1491c5c229dbd223e3
392. OPCODE: GU_SERVER_CHANNEL_INFO_REFRESHED_NFY, LENGTH: 121, sha1: cb7d336a40bcda6d149dbb4dc23d10b5afc324b1
393. OPCODE: GU_SERVER_CHANNEL_INFO_REFRESHED_NFY, LENGTH: 121, sha1: 17e3e84d4e548994b57b949115634ce836adc665
394. OPCODE: GU_SERVER_CHANNEL_INFO_REFRESHED_NFY, LENGTH: 121, sha1: 53b5f5f5eb40889c135810d1321f77fe74f8adbb
395. OPCODE: GU_SERVER_CHANNEL_INFO_REFRESHED_NFY, LENGTH: 121, sha1: b180c687885c842f02b68f57af3b3302c5f66dbe
396. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 186d706dad71b25efd6a7e2846c082ec790e4be2
397. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 9f11177ffba13bcb4a96c7d6506159b69f4a8448
398. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: b452efcbbd286ca10d6ad54d7cd2780bb0b4b043
399. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: dda507fce7c1b965d3150bfec1cef9e4133906f1
400. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 5e52d490acbebc9f4154efd77119c298722eae0d
401. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: b3e0931767c1222dd209d45733849b674c749bb8
402. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 6ee26b51d2c1c9b9d69bb5d368579c19da1587a9
403. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: a9fa346f21286d3571566f528f835406cbcbf71e
404. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 923f09df86d985ccc88102517e1ff279b83c6110
405. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: ef102fc2cc5f39ee571c08378c388e9bd68869ba
406. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: ceb7892aa26b646f40339825f1f08cc3134ccf5c
407. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 4ce393b289f604e1a2ff514fc6bda7166a7e2417
408. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 118818d66716dabc7270bb0f4529cd64cf12198d
409. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 68ff43ec4bea0e5f1999f0920025be902fdc2216
410. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 70c25b5c59feff01b8d98f4ab5fa904d62e4622a
411. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 3057d82736d66cffebac3c01f5241cd5315ab09b
412. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: e909957eee8b3d7da3c73bd86258930c8f97a22e
